FECHA,CODIGO ESTACION,NOMBRE ESTACION,COORDENADA X,COORDENADA Y,PARAMETRO(TIPO),VALOR,UNIDAD DE MEDIDA
01/17/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
01/18/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
01/19/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
01/20/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0.1,mm
01/21/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
01/22/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
01/23/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
01/25/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
01/26/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,2.4,mm
01/27/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
01/28/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
01/29/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
01/30/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
01/31/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
02/01/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0.1,mm
02/02/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,14.6,mm
02/04/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,25.1,mm
02/05/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,3.9,mm
02/06/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
02/07/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0.1,mm
02/08/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
02/09/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
02/10/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
02/11/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
02/12/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
02/13/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
02/15/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
02/16/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
